segment,feature,kpi,spearman_corr,abs_corr,n,is_strong,insight
all,cta_x_relative,overall_ipm,0.24177843133266572,0.24177843133266572,1080,0,"In all, higher cta_x_relative is associated with higher overall_ipm (spearman=0.242, n=1080)."
all,has_price_meta,overall_ipm,-0.24117387606668006,0.24117387606668006,1080,0,"In all, higher has_price_meta is associated with lower overall_ipm (spearman=-0.241, n=1080)."
vertical=fintech,text_area_total_rel,overall_ctr,0.23894885590548956,0.23894885590548956,180,0,"In vertical=fintech, higher text_area_total_rel is associated with higher overall_ctr (spearman=0.239, n=180)."
all,avg_text_area_rel,perf_score,0.23879206808908787,0.23879206808908787,1080,0,"In all, higher avg_text_area_rel is associated with higher perf_score (spearman=0.239, n=1080)."
vertical=fintech,cta_headline_distance,overall_roas,-0.23843618043486384,0.23843618043486384,180,0,"In vertical=fintech, higher cta_headline_distance is associated with lower overall_roas (spearman=-0.238, n=180)."
vertical=fintech,middle_zone_element_count,ctr_decay_pct,-0.2381439472206124,0.2381439472206124,180,0,"In vertical=fintech, higher middle_zone_element_count is associated with lower ctr_decay_pct (spearman=-0.238, n=180)."
vertical=entertainment,cta_area_relative,perf_score,-0.236482743950667,0.236482743950667,180,0,"In vertical=entertainment, higher cta_area_relative is associated with lower perf_score (spearman=-0.236, n=180)."
vertical=ecommerce,cta_x_relative,perf_score,0.23628028341232757,0.23628028341232757,180,0,"In vertical=ecommerce, higher cta_x_relative is associated with higher perf_score (spearman=0.236, n=180)."
all,cta_headline_distance,perf_score,0.23578403127437633,0.23578403127437633,1080,0,"In all, higher cta_headline_distance is associated with higher perf_score (spearman=0.236, n=1080)."
vertical=ecommerce,cta_x_relative,overall_ipm,0.23541415721237396,0.23541415721237396,180,0,"In vertical=ecommerce, higher cta_x_relative is associated with higher overall_ipm (spearman=0.235, n=180)."
vertical=ecommerce,headline_area_relative,perf_score,-0.2353426314849678,0.2353426314849678,180,0,"In vertical=ecommerce, higher headline_area_relative is associated with lower perf_score (spearman=-0.235, n=180)."
vertical=entertainment,image_aspect_ratio,perf_score,-0.23503136026665578,0.23503136026665578,180,0,"In vertical=entertainment, higher image_aspect_ratio is associated with lower perf_score (spearman=-0.235, n=180)."
vertical=travel,brand_visibility_meta,overall_cvr,0.23403430045565224,0.23403430045565224,180,0,"In vertical=travel, higher brand_visibility_meta is associated with higher overall_cvr (spearman=0.234, n=180)."
vertical=travel,cta_y_relative,overall_ipm,-0.23400336221323312,0.23400336221323312,180,0,"In vertical=travel, higher cta_y_relative is associated with lower overall_ipm (spearman=-0.234, n=180)."
vertical=gaming,headline_area_relative,overall_ctr,-0.23282780404390227,0.23282780404390227,180,0,"In vertical=gaming, higher headline_area_relative is associated with lower overall_ctr (spearman=-0.233, n=180)."
vertical=entertainment,cta_y_relative,overall_ipm,-0.23268198333197185,0.23268198333197185,180,0,"In vertical=entertainment, higher cta_y_relative is associated with lower overall_ipm (spearman=-0.233, n=180)."
vertical=travel,cta_x_relative,perf_score,0.23186862250594079,0.23186862250594079,180,0,"In vertical=travel, higher cta_x_relative is associated with higher perf_score (spearman=0.232, n=180)."
vertical=food_delivery,headline_y_relative,overall_roas,0.23176459189615772,0.23176459189615772,180,0,"In vertical=food_delivery, higher headline_y_relative is associated with higher overall_roas (spearman=0.232, n=180)."
vertical=ecommerce,cta_headline_distance,ctr_decay_pct,-0.23169793596230207,0.23169793596230207,180,0,"In vertical=ecommerce, higher cta_headline_distance is associated with lower ctr_decay_pct (spearman=-0.232, n=180)."
vertical=entertainment,cta_x_relative,perf_score,0.23160386952923662,0.23160386952923662,180,0,"In vertical=entertainment, higher cta_x_relative is associated with higher perf_score (spearman=0.232, n=180)."
vertical=entertainment,headline_y_relative,perf_score,-0.22949906432545594,0.22949906432545594,180,0,"In vertical=entertainment, higher headline_y_relative is associated with lower perf_score (spearman=-0.229, n=180)."
vertical=travel,cta_y_relative,perf_score,-0.22874881958759813,0.22874881958759813,180,0,"In vertical=travel, higher cta_y_relative is associated with lower perf_score (spearman=-0.229, n=180)."
vertical=gaming,text_area_total_rel,overall_roas,0.22873339712131033,0.22873339712131033,180,0,"In vertical=gaming, higher text_area_total_rel is associated with higher overall_roas (spearman=0.229, n=180)."
all,cta_area_relative,ctr_decay_pct,0.22728655353783273,0.22728655353783273,1080,0,"In all, higher cta_area_relative is associated with higher ctr_decay_pct (spearman=0.227, n=1080)."
vertical=travel,text_area_total_rel,overall_ipm,0.22728273506383942,0.22728273506383942,180,0,"In vertical=travel, higher text_area_total_rel is associated with higher overall_ipm (spearman=0.227, n=180)."
vertical=travel,cta_headline_distance,overall_ctr,0.22685006621762138,0.22685006621762138,180,0,"In vertical=travel, higher cta_headline_distance is associated with higher overall_ctr (spearman=0.227, n=180)."
vertical=travel,bottom_text_ratio,overall_ctr,0.22627643648808285,0.22627643648808285,180,0,"In vertical=travel, higher bottom_text_ratio is associated with higher overall_ctr (spearman=0.226, n=180)."
vertical=ecommerce,cta_area_relative,overall_ctr,-0.22596004271131728,0.22596004271131728,180,0,"In vertical=ecommerce, higher cta_area_relative is associated with lower overall_ctr (spearman=-0.226, n=180)."
vertical=gaming,avg_text_area_rel,overall_roas,0.2258999763367182,0.2258999763367182,180,0,"In vertical=gaming, higher avg_text_area_rel is associated with higher overall_roas (spearman=0.226, n=180)."
vertical=ecommerce,ocr_element_count,ctr_decay_pct,-0.2255284806439005,0.2255284806439005,180,0,"In vertical=ecommerce, higher ocr_element_count is associated with lower ctr_decay_pct (spearman=-0.226, n=180)."
vertical=ecommerce,cta_y_relative,overall_roas,0.22500894715506733,0.22500894715506733,180,0,"In vertical=ecommerce, higher cta_y_relative is associated with higher overall_roas (spearman=0.225, n=180)."
vertical=ecommerce,headline_area_relative,ctr_decay_pct,0.22483725916693265,0.22483725916693265,180,0,"In vertical=ecommerce, higher headline_area_relative is associated with higher ctr_decay_pct (spearman=0.225, n=180)."
vertical=food_delivery,avg_text_area_rel,overall_roas,0.22309536302560778,0.22309536302560778,180,0,"In vertical=food_delivery, higher avg_text_area_rel is associated with higher overall_roas (spearman=0.223, n=180)."
vertical=fintech,logo_in_top_left,overall_cvr,-0.22282422115206496,0.22282422115206496,180,0,"In vertical=fintech, higher logo_in_top_left is associated with lower overall_cvr (spearman=-0.223, n=180)."
vertical=ecommerce,has_promo_text,overall_cvr,0.22276459776809762,0.22276459776809762,180,0,"In vertical=ecommerce, higher has_promo_text is associated with higher overall_cvr (spearman=0.223, n=180)."
all,headline_y_relative,perf_score,-0.22213772900994175,0.22213772900994175,1080,0,"In all, higher headline_y_relative is associated with lower perf_score (spearman=-0.222, n=1080)."
all,cta_area_relative,perf_score,-0.22134024110467204,0.22134024110467204,1080,0,"In all, higher cta_area_relative is associated with lower perf_score (spearman=-0.221, n=1080)."
vertical=travel,avg_text_area_rel,overall_cvr,0.21966110065125466,0.21966110065125466,180,0,"In vertical=travel, higher avg_text_area_rel is associated with higher overall_cvr (spearman=0.220, n=180)."
vertical=entertainment,ocr_element_count,overall_cvr,0.2196077527551912,0.2196077527551912,180,0,"In vertical=entertainment, higher ocr_element_count is associated with higher overall_cvr (spearman=0.220, n=180)."
vertical=gaming,badge_in_top_right,overall_cvr,-0.21946030100272612,0.21946030100272612,180,0,"In vertical=gaming, higher badge_in_top_right is associated with lower overall_cvr (spearman=-0.219, n=180)."
vertical=fintech,cta_headline_distance,overall_ipm,0.2191219834076049,0.2191219834076049,180,0,"In vertical=fintech, higher cta_headline_distance is associated with higher overall_ipm (spearman=0.219, n=180)."
vertical=food_delivery,has_price_meta,overall_ipm,0.21911638075919496,0.21911638075919496,180,0,"In vertical=food_delivery, higher has_price_meta is associated with higher overall_ipm (spearman=0.219, n=180)."
vertical=fintech,subhead_y_relative,overall_ctr,-0.2190204919429617,0.2190204919429617,180,0,"In vertical=fintech, higher subhead_y_relative is associated with lower overall_ctr (spearman=-0.219, n=180)."
vertical=travel,middle_zone_element_count,overall_ctr,0.21729012614410198,0.21729012614410198,180,0,"In vertical=travel, higher middle_zone_element_count is associated with higher overall_ctr (spearman=0.217, n=180)."
vertical=food_delivery,text_area_total_rel,overall_ipm,0.21648199018488226,0.21648199018488226,180,0,"In vertical=food_delivery, higher text_area_total_rel is associated with higher overall_ipm (spearman=0.216, n=180)."
vertical=food_delivery,top_zone_element_count,ctr_decay_pct,-0.21503295398902297,0.21503295398902297,180,0,"In vertical=food_delivery, higher top_zone_element_count is associated with lower ctr_decay_pct (spearman=-0.215, n=180)."
vertical=gaming,headline_area_relative,overall_ipm,-0.21500510461181854,0.21500510461181854,180,0,"In vertical=gaming, higher headline_area_relative is associated with lower overall_ipm (spearman=-0.215, n=180)."
vertical=travel,subhead_y_relative,overall_ctr,-0.21434669001813225,0.21434669001813225,180,0,"In vertical=travel, higher subhead_y_relative is associated with lower overall_ctr (spearman=-0.214, n=180)."
vertical=travel,has_price_text,overall_ipm,0.2136346968380625,0.2136346968380625,180,0,"In vertical=travel, higher has_price_text is associated with higher overall_ipm (spearman=0.214, n=180)."
vertical=travel,has_price_meta,overall_ipm,0.2136346968380625,0.2136346968380625,180,0,"In vertical=travel, higher has_price_meta is associated with higher overall_ipm (spearman=0.214, n=180)."
vertical=ecommerce,image_aspect_ratio,ctr_decay_pct,0.21348897001946174,0.21348897001946174,180,0,"In vertical=ecommerce, higher image_aspect_ratio is associated with higher ctr_decay_pct (spearman=0.213, n=180)."
all,cta_y_relative,overall_ipm,-0.21202263625995552,0.21202263625995552,1080,0,"In all, higher cta_y_relative is associated with lower overall_ipm (spearman=-0.212, n=1080)."
vertical=fintech,cta_headline_distance,ctr_decay_pct,-0.21200855538152916,0.21200855538152916,180,0,"In vertical=fintech, higher cta_headline_distance is associated with lower ctr_decay_pct (spearman=-0.212, n=180)."
vertical=gaming,image_aspect_ratio,ctr_decay_pct,0.21172526184119078,0.21172526184119078,180,0,"In vertical=gaming, higher image_aspect_ratio is associated with higher ctr_decay_pct (spearman=0.212, n=180)."
vertical=food_delivery,headline_area_relative,overall_roas,0.21152750182622038,0.21152750182622038,180,0,"In vertical=food_delivery, higher headline_area_relative is associated with higher overall_roas (spearman=0.212, n=180)."
vertical=fintech,middle_zone_element_count,overall_ctr,0.21137936566835966,0.21137936566835966,180,0,"In vertical=fintech, higher middle_zone_element_count is associated with higher overall_ctr (spearman=0.211, n=180)."
vertical=travel,headline_y_relative,overall_ctr,-0.21073741525171405,0.21073741525171405,180,0,"In vertical=travel, higher headline_y_relative is associated with lower overall_ctr (spearman=-0.211, n=180)."
vertical=food_delivery,text_area_total_rel,perf_score,0.2103835776408948,0.2103835776408948,180,0,"In vertical=food_delivery, higher text_area_total_rel is associated with higher perf_score (spearman=0.210, n=180)."
vertical=gaming,cta_headline_distance,overall_ipm,0.20997598880006008,0.20997598880006008,180,0,"In vertical=gaming, higher cta_headline_distance is associated with higher overall_ipm (spearman=0.210, n=180)."
vertical=entertainment,headline_area_relative,perf_score,-0.20986162599165192,0.20986162599165192,180,0,"In vertical=entertainment, higher headline_area_relative is associated with lower perf_score (spearman=-0.210, n=180)."
all,cta_x_relative,perf_score,0.20851905005471127,0.20851905005471127,1080,0,"In all, higher cta_x_relative is associated with higher perf_score (spearman=0.209, n=1080)."
vertical=entertainment,cta_headline_distance,perf_score,0.20774555994838562,0.20774555994838562,180,0,"In vertical=entertainment, higher cta_headline_distance is associated with higher perf_score (spearman=0.208, n=180)."
vertical=food_delivery,bottom_text_ratio,ctr_decay_pct,0.2070987346980499,0.2070987346980499,180,0,"In vertical=food_delivery, higher bottom_text_ratio is associated with higher ctr_decay_pct (spearman=0.207, n=180)."
vertical=fintech,bottom_text_ratio,overall_roas,-0.2053416261818568,0.2053416261818568,180,0,"In vertical=fintech, higher bottom_text_ratio is associated with lower overall_roas (spearman=-0.205, n=180)."
vertical=ecommerce,badge_y_relative,overall_cvr,0.20448007862624434,0.20448007862624434,180,0,"In vertical=ecommerce, higher badge_y_relative is associated with higher overall_cvr (spearman=0.204, n=180)."
vertical=fintech,brand_visibility_meta,overall_cvr,0.20439808698005338,0.20439808698005338,180,0,"In vertical=fintech, higher brand_visibility_meta is associated with higher overall_cvr (spearman=0.204, n=180)."
vertical=food_delivery,has_discount_badge_meta,ctr_decay_pct,-0.20391731319890807,0.20391731319890807,180,0,"In vertical=food_delivery, higher has_discount_badge_meta is associated with lower ctr_decay_pct (spearman=-0.204, n=180)."
all,text_density_meta,overall_cvr,-0.20390270308371178,0.20390270308371178,1080,0,"In all, higher text_density_meta is associated with lower overall_cvr (spearman=-0.204, n=1080)."
all,text_area_total_rel,overall_roas,0.2025686898131407,0.2025686898131407,1080,0,"In all, higher text_area_total_rel is associated with higher overall_roas (spearman=0.203, n=1080)."
vertical=travel,logo_in_top_left,perf_score,-0.20242524065524944,0.20242524065524944,180,0,"In vertical=travel, higher logo_in_top_left is associated with lower perf_score (spearman=-0.202, n=180)."
